"REFERENCE_NUMBER","EASTING","NORTHING","NUMBER_OF_VEHICLES","ACCIDENT_DATE","TIME_24HR","ROAD_CLASS","ROAD_SURFACE","LIGHTING_CONDITIONS","WEATHER_CONDITIONS","CASUALTY_CLASS","CASUALTY_SEVERITY","SEX_OF_CASUALTY","AGE_OF_CASUALTY","VEHICLE_TYPE","ROAD_CLASS_CODE","ROAD_SURFACE_CODE","LIGHTING_CODE","WEATHER_CODE","CASUALTY_CLASS_CODE","CASUALTY_SEVERITY_CODE","SEX_OF_CASUALTY_CODE","AGE_OF_CASUALTY_CODE","VEHICLE_TYPE_CODE"
"2310434","426798","438033","2","01-Mar-15","802","A","Wet / Damp","Daylight: street lights present","Raining with high winds","Driver/Rider","Serious","Male","20","Pedal cycle","3","2","1","5","","2","1","20","1"
"2310685","422478","434670","1","28-Feb-15","1030","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Serious","Female","90","Mobility Scooter","6","1","1","1","3","2","2","90","22"
"2310816","429996","428144","1","01-Mar-15","1300","Unclassified","Dry","Daylight: street lights present","Raining without high winds","Pedestrian","Slight","Female","39","Car","6","1","1","2","3","3","2","39","9"
"2310981","433996","433979","3","01-Mar-15","1520","B","Wet / Damp","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","57","Car","4","2","1","1","","3","2","57","9"
"2320180","440337","435756","1","02-Mar-15","745","Unclassified","Snow","Daylight: street lights present","Snowing without high winds","Driver/Rider","Slight","Female","38","Car","6","3","1","3","","3","2","38","9"
"2320213","429103","438857","2","03-Mar-15","825","Unclassified","Wet / Damp","Daylight: street lights present","Raining with high winds","Passenger","Slight","Male","15","Taxi/Private hire car","6","2","1","5","","3","1","15","8"
"2320213","429103","438857","2","03-Mar-15","825","Unclassified","Wet / Damp","Daylight: street lights present","Raining with high winds","Driver/Rider","Slight","Male","43","Taxi/Private hire car","6","2","1","5","","3","1","43","8"
"2320464","432531","443163","3","02-Mar-15","1120","A","Snow","Daylight: street lights present","Snowing with high winds","Driver/Rider","Slight","Female","60","Car","3","3","1","6","","3","2","60","9"
"2320464","432531","443163","3","02-Mar-15","1120","A","Snow","Daylight: street lights present","Snowing with high winds","Passenger","Serious","Female","82","Car","3","3","1","6","","2","2","82","9"
"2320464","432531","443163","3","02-Mar-15","1120","A","Snow","Daylight: street lights present","Snowing with high winds","Driver/Rider","Slight","Male","80","Car","3","3","1","6","","3","1","80","9"
"2320464","432531","443163","3","02-Mar-15","1120","A","Snow","Daylight: street lights present","Snowing with high winds","Driver/Rider","Slight","Male","44","Car","3","3","1","6","","3","1","44","9"
"2320601","431804","435588","2","02-Mar-15","1241","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","2","Car","6","1","1","1","","3","1","2","9"
"2320601","431804","435588","2","02-Mar-15","1241","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","91","Taxi/Private hire car","6","1","1","1","","3","2","91","8"
"2321341","430902","435952","1","02-Mar-15","1930","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine with high winds","Pedestrian","Slight","Male","59","Goods vehicle 3.5 tonnes mgw and under","6","2","4","4","3","3","1","59","19"
"2330259","432580","433787","5","03-Mar-15","909","A","Wet / Damp","Daylight: street lights present","Raining without high winds","Passenger","Slight","Male","19","Car","3","2","1","2","","3","1","19","9"
"2330307","428526","431536","2","03-Mar-15","940","A","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","24","Car","3","1","1","1","","3","1","24","9"
"2330617","430679","434587","2","03-Mar-15","1303","A","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Female","42","Car","3","1","1","1","","3","2","42","9"
"2330617","430679","434587","2","03-Mar-15","1303","A","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","83","Car","3","1","1","1","","3","1","83","9"
"2330923","429845","434638","2","03-Mar-15","1550","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","60","Car","6","1","1","1","","3","2","60","9"
"2330970","425685","434208","2","03-Mar-15","1636","A","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","42","Motorcycle over 50cc and up to 125cc","3","1","1","1","","3","1","42","3"
"2340188","436186","431165","3","04-Mar-15","708","Motorway","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","62","Car","1","1","1","1","","3","1","62","9"
"2340188","436186","431165","3","04-Mar-15","708","Motorway","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Female","23","Car","1","1","1","1","","3","2","23","9"
"2340225","428609","431575","2","03-Mar-15","1535","Motorway","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver/Rider","Slight","Male","57","Car","1","2","1","2","","3","1","57","9"
"2340457","421942","434350","3","04-Mar-15","1105","B","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","82","Car","4","1","1","1","","3","1","82","9"
"2341058","427824","436518","2","04-Mar-15","1645","B","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","26","Pedal cycle","4","1","1","1","","3","1","26","1"
"2341183","426544","427134","2","04-Mar-15","1752","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Female","43","Car","6","1","1","1","","3","2","43","9"
"2341625","434465","433702","2","04-Mar-15","2216","B","Dry","Darkness: street lights present and lit","Fine without high winds","Driver/Rider","Slight","Male","50","Motorcycle over 50cc and up to 125cc","4","1","4","1","","3","1","50","3"
"2341666","429796","433924","2","04-Mar-15","2245","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Female","23","Car","6","1","1","1","","3","2","23","9"
"2350375","429198","435175","3","05-Mar-15","935","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","20","Pedal cycle","6","1","1","1","","3","1","20","1"
"2350375","429198","435175","3","05-Mar-15","935","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Female","19","Pedal cycle","6","1","1","1","","3","2","19","1"
"2240971","429780","433662","1","31-Jan-15","1345","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Serious","Male","23","Car","6","1","1","1","3","2","1","23","9"
"2240975","435870","426026","2","04-Feb-15","1700","A","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Female","46","Car","3","1","1","1","","3","2","46","9"
"2241035","428861","433957","2","04-Feb-15","1725","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Driver/Rider","Slight","Female","59","Car","6","1","4","1","","3","2","59","9"
"2241035","428861","433957","2","04-Feb-15","1725","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Female","59","Car","6","1","4","1","","3","2","59","9"
"2241082","440582","448843","2","04-Feb-15","1745","B","Dry","Darkness: street lights present and lit","Fine without high winds","Driver/Rider","Slight","Male","22","Motorcycle over 500cc","4","1","4","1","","3","1","22","5"
"2241089","424844","434660","1","04-Feb-15","1800","A","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Female","53","Goods vehicle 3.5 tonnes mgw and under","3","1","1","1","3","3","2","53","19"
"2241529","432468","444999","2","04-Feb-15","2200","A","Dry","Darkness: street lights present and lit","Fine without high winds","Driver/Rider","Slight","Male","38","Car","3","1","4","1","","3","1","38","9"
"2241529","432468","444999","2","04-Feb-15","2200","A","Dry","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Female","31","Car","3","1","4","1","","3","2","31","9"
"2241529","432468","444999","2","04-Feb-15","2200","A","Dry","Darkness: street lights present and lit","Fine without high winds","Driver/Rider","Slight","Male","27","Car","3","1","4","1","","3","1","27","9"
"2250183","420401","434126","2","05-Feb-15","700","B","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","15","Pedal cycle","4","1","1","1","","3","1","15","1"
"2250205","432059","427592","3","05-Feb-15","730","Motorway","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","32","Taxi/Private hire car","1","1","1","1","","3","1","32","8"
"2250205","432059","427592","3","05-Feb-15","730","Motorway","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Female","33","Taxi/Private hire car","1","1","1","1","","3","2","33","8"
"2250690","437590","433203","2","05-Feb-15","1312","A","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver/Rider","Slight","Female","25","Car","3","2","1","2","","3","2","25","9"
"2250906","424973","435145","2","05-Feb-15","1515","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Serious","Female","23","Car","6","1","1","1","","2","2","23","9"
"2250906","424973","435145","2","05-Feb-15","1515","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","25","Car","6","1","1","1","","3","2","25","9"
"2251136","434422","425884","2","05-Feb-15","1709","Motorway","Wet / Damp","Darkness: no street lighting","Fine without high winds","Driver/Rider","Slight","Female","54","Car","1","2","6","1","","3","2","54","9"
"2251205","426128","437195","3","05-Feb-15","1741","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver/Rider","Slight","Female","41","Car","6","2","4","1","","3","2","41","9"
"2251620","429069","433635","2","05-Feb-15","2130","Unclassified","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Driver/Rider","Slight","Male","25","Car","6","2","4","2","","3","1","25","9"
"2251620","429069","433635","2","05-Feb-15","2130","Unclassified","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Passenger","Slight","Female","17","Car","6","2","4","2","","3","2","17","9"
"2260181","430849","433188","2","06-Feb-15","650","A","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","26","Pedal cycle","3","2","1","1","","3","1","26","1"
"2260452","433326","429964","2","06-Feb-15","1052","B","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","68","Car","4","2","1","1","","3","1","68","9"
"2260479","431212","436366","2","06-Feb-15","1112","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","25","Car","6","1","1","1","","3","1","25","9"
"2261053","427896","439768","1","06-Feb-15","1504","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Serious","Female","66","Bus or coach (17 or more passenger seats)","6","1","1","1","","2","2","66","11"
"2261225","432130","435332","1","06-Feb-15","1802","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Male","22","Car","6","1","1","1","3","3","1","22","9"
"2270632","432507","436313","2","07-Feb-15","1135","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Female","26","Pedal cycle","6","1","1","1","","3","2","26","1"
"2271302","423020","437656","2","07-Feb-15","1920","A","Dry","Darkness: street lights present and lit","Fine without high winds","Driver/Rider","Slight","Female","51","Car","3","1","4","1","","3","2","51","9"
"2280726","420981","434344","3","10-Feb-15","1311","A","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","19","Car","3","1","1","1","","3","1","19","9"
"2290230","424999","427693","2","09-Feb-15","830","A","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","13","Pedal cycle","3","2","1","1","","3","1","13","1"
"2290931","429103","438861","2","09-Feb-15","1525","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","63","Car","6","1","1","1","","3","1","63","9"
"2290931","429103","438861","2","09-Feb-15","1525","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Female","43","Car","6","1","1","1","","3","2","43","9"
"2290931","429103","438861","2","09-Feb-15","1525","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","5","Car","6","1","1","1","","3","1","5","9"
"2290931","429103","438861","2","09-Feb-15","1525","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","9","Car","6","1","1","1","","3","2","9","9"
"2291295","430416","432797","2","09-Feb-15","1828","A","Dry","Darkness: street lights present and lit","Fine without high winds","Driver/Rider","Slight","Female","31","Car","3","1","4","1","","3","2","31","9"
"22A0154","422458","427904","2","10-Feb-15","655","A","Dry","Darkness: street lighting unknown","Fine without high winds","Driver/Rider","Slight","Male","52","Car","3","1","7","1","","3","1","52","9"
"22A0175","422219","433803","3","10-Feb-15","729","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Female","40","Car","6","1","1","1","","3","2","40","9"
"22A0193","430196","435204","2","10-Feb-15","740","Unclassified","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","24","Motorcycle over 500cc","6","2","1","1","","3","1","24","5"
"22A0807","431825","438836","2","10-Feb-15","1415","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Female","48","Car","6","1","1","1","","3","2","48","9"
"22A0818","431806","430481","1","10-Feb-15","1424","Motorway","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Female","36","Car","1","1","1","1","","3","2","36","9"
"22A1419","432317","436425","1","10-Feb-15","1715","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","21","Taxi/Private hire car","6","1","1","1","","3","2","21","8"
"22A1419","432317","436425","1","10-Feb-15","1715","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","2","Taxi/Private hire car","6","1","1","1","","3","1","2","8"
"22A1555","430864","434191","2","10-Feb-15","2035","A","Dry","Darkness: street lights present and lit","Fine without high winds","Driver/Rider","Slight","Male","36","Car","3","1","4","1","","3","1","36","9"
"22B0162","422303","428946","1","11-Feb-15","858","A","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","48","Pedal cycle","3","2","1","1","","3","1","48","1"
"22B0878","433829","437220","1","11-Feb-15","1517","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Serious","Female","23","Taxi/Private hire car","6","1","1","1","","2","2","23","8"
"22B1545","429956","425128","2","11-Feb-15","2117","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver/Rider","Slight","Female","22","Car","3","2","4","1","","3","2","22","9"
"22B1545","429956","425128","2","11-Feb-15","2117","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver/Rider","Slight","Female","32","Car","3","2","4","1","","3","2","32","9"
"22C0635","430934","429947","2","12-Feb-15","1244","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver/Rider","Slight","Male","23","Car","6","1","1","1","","3","1","23","9"
"22C0635","430934","429947","2","12-Feb-15","1244","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","22","Car","6","1","1","1","","3","1","22","9"
"22C1019","433054","425927","2","12-Feb-15","1545","Motorway","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","21","Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw","1","1","1","1","","3","1","21","20"
"22C1019","433054","425927","2","12-Feb-15","1545","Motorway","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","24","Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw","1","1","1","1","","3","1","24","20"
